Year,Round,EventName,DriverAbbr,Team,BestLapTime_s
2025,5,Saudi Arabian Grand Prix,TSU,Red Bull Racing,87.99
2025,5,Saudi Arabian Grand Prix,VER,Red Bull Racing,87.294
2025,6,Miami Grand Prix,ALB,Williams,86.682
2025,6,Miami Grand Prix,ALO,Aston Martin,87.604
2025,6,Miami Grand Prix,ANT,Mercedes,86.271
2025,6,Miami Grand Prix,BEA,Haas F1 Team,87.999
2025,6,Miami Grand Prix,BOR,Kick Sauber,87.151
2025,6,Miami Grand Prix,DOO,Alpine,87.186
2025,6,Miami Grand Prix,GAS,Alpine,87.71
2025,6,Miami Grand Prix,HAD,Racing Bulls,86.987
2025,6,Miami Grand Prix,HAM,Ferrari,87.006
2025,6,Miami Grand Prix,HUL,Kick Sauber,87.473
2025,6,Miami Grand Prix,LAW,Racing Bulls,87.363
2025,6,Miami Grand Prix,LEC,Ferrari,86.754
2025,6,Miami Grand Prix,NOR,McLaren,86.269
2025,6,Miami Grand Prix,OCO,Haas F1 Team,86.824
2025,6,Miami Grand Prix,PIA,McLaren,86.269
2025,6,Miami Grand Prix,RUS,Mercedes,86.385
2025,6,Miami Grand Prix,SAI,Williams,86.569
2025,6,Miami Grand Prix,STR,Aston Martin,87.83
2025,6,Miami Grand Prix,TSU,Red Bull Racing,86.943
2025,6,Miami Grand Prix,VER,Red Bull Racing,86.204
2025,7,Emilia Romagna Grand Prix,ALB,Williams,75.473
2025,7,Emilia Romagna Grand Prix,ALO,Aston Martin,75.431
2025,7,Emilia Romagna Grand Prix,ANT,Mercedes,75.772
2025,7,Emilia Romagna Grand Prix,BEA,Haas F1 Team,76.077
2025,7,Emilia Romagna Grand Prix,BOR,Kick Sauber,76.26
2025,7,Emilia Romagna Grand Prix,COL,Alpine,76.256
2025,7,Emilia Romagna Grand Prix,GAS,Alpine,75.505
2025,7,Emilia Romagna Grand Prix,HAD,Racing Bulls,75.51
2025,7,Emilia Romagna Grand Prix,HAM,Ferrari,75.765
2025,7,Emilia Romagna Grand Prix,HUL,Kick Sauber,76.518
2025,7,Emilia Romagna Grand Prix,LAW,Racing Bulls,76.379
2025,7,Emilia Romagna Grand Prix,LEC,Ferrari,75.604
2025,7,Emilia Romagna Grand Prix,NOR,McLaren,74.962
2025,7,Emilia Romagna Grand Prix,OCO,Haas F1 Team,76.613
2025,7,Emilia Romagna Grand Prix,PIA,McLaren,74.67
2025,7,Emilia Romagna Grand Prix,RUS,Mercedes,74.807
2025,7,Emilia Romagna Grand Prix,SAI,Williams,75.198
2025,7,Emilia Romagna Grand Prix,STR,Aston Martin,75.497
2025,7,Emilia Romagna Grand Prix,VER,Red Bull Racing,74.704
2025,8,Monaco Grand Prix,ALB,Williams,70.732
2025,8,Monaco Grand Prix,ALO,Aston Martin,70.924
2025,8,Monaco Grand Prix,ANT,Mercedes,71.88
2025,8,Monaco Grand Prix,BEA,Haas F1 Team,71.979
2025,8,Monaco Grand Prix,BOR,Kick Sauber,71.902
2025,8,Monaco Grand Prix,COL,Alpine,72.597
2025,8,Monaco Grand Prix,GAS,Alpine,71.994
2025,8,Monaco Grand Prix,HAD,Racing Bulls,70.923
2025,8,Monaco Grand Prix,HAM,Ferrari,70.382
2025,8,Monaco Grand Prix,HUL,Kick Sauber,71.596
2025,8,Monaco Grand Prix,LAW,Racing Bulls,71.129
2025,8,Monaco Grand Prix,LEC,Ferrari,70.063
2025,8,Monaco Grand Prix,NOR,McLaren,69.954
2025,8,Monaco Grand Prix,OCO,Haas F1 Team,70.942
2025,8,Monaco Grand Prix,PIA,McLaren,70.129
2025,8,Monaco Grand Prix,RUS,Mercedes,71.507
2025,8,Monaco Grand Prix,SAI,Williams,71.362
2025,8,Monaco Grand Prix,STR,Aston Martin,72.563
2025,8,Monaco Grand Prix,TSU,Red Bull Racing,71.415
2025,8,Monaco Grand Prix,VER,Red Bull Racing,70.669
2025,9,Spanish Grand Prix,ALB,Williams,72.641
2025,9,Spanish Grand Prix,ALO,Aston Martin,72.284
2025,9,Spanish Grand Prix,ANT,Mercedes,72.111
2025,9,Spanish Grand Prix,BEA,Haas F1 Team,73.074
2025,9,Spanish Grand Prix,BOR,Kick Sauber,72.756
2025,9,Spanish Grand Prix,COL,Alpine,73.334
2025,9,Spanish Grand Prix,GAS,Alpine,72.199
2025,9,Spanish Grand Prix,HAD,Racing Bulls,72.252
2025,9,Spanish Grand Prix,HAM,Ferrari,72.045
2025,9,Spanish Grand Prix,HUL,Kick Sauber,73.19
2025,9,Spanish Grand Prix,LAW,Racing Bulls,72.763
2025,9,Spanish Grand Prix,LEC,Ferrari,72.131
2025,9,Spanish Grand Prix,NOR,McLaren,71.755
2025,9,Spanish Grand Prix,OCO,Haas F1 Team,73.201
2025,9,Spanish Grand Prix,PIA,McLaren,71.546
2025,9,Spanish Grand Prix,RUS,Mercedes,71.848
2025,9,Spanish Grand Prix,SAI,Williams,73.203
2025,9,Spanish Grand Prix,STR,Aston Martin,73.038
2025,9,Spanish Grand Prix,TSU,Red Bull Racing,73.385
2025,9,Spanish Grand Prix,VER,Red Bull Racing,71.848
2025,10,Canadian Grand Prix,ALB,Williams,71.892
2025,10,Canadian Grand Prix,ALO,Aston Martin,71.586
2025,10,Canadian Grand Prix,ANT,Mercedes,71.391
2025,10,Canadian Grand Prix,BEA,Haas F1 Team,72.306
2025,10,Canadian Grand Prix,BOR,Kick Sauber,72.385
2025,10,Canadian Grand Prix,COL,Alpine,72.142
2025,10,Canadian Grand Prix,GAS,Alpine,72.667
2025,10,Canadian Grand Prix,HAD,Racing Bulls,71.867
2025,10,Canadian Grand Prix,HAM,Ferrari,71.526
2025,10,Canadian Grand Prix,HUL,Kick Sauber,72.183
2025,10,Canadian Grand Prix,LAW,Racing Bulls,72.525
2025,10,Canadian Grand Prix,LEC,Ferrari,71.626
2025,10,Canadian Grand Prix,NOR,McLaren,71.599
2025,10,Canadian Grand Prix,OCO,Haas F1 Team,72.378
2025,10,Canadian Grand Prix,PIA,McLaren,71.12
2025,10,Canadian Grand Prix,RUS,Mercedes,70.899
2025,10,Canadian Grand Prix,SAI,Williams,72.398
2025,10,Canadian Grand Prix,STR,Aston Martin,72.517
2025,10,Canadian Grand Prix,TSU,Red Bull Racing,72.102
2025,10,Canadian Grand Prix,VER,Red Bull Racing,71.059
2025,11,Austrian Grand Prix,ALB,Williams,65.143
2025,11,Austrian Grand Prix,ALO,Aston Martin,65.128
2025,11,Austrian Grand Prix,ANT,Mercedes,65.052
2025,11,Austrian Grand Prix,BEA,Haas F1 Team,65.218
2025,11,Austrian Grand Prix,BOR,Kick Sauber,64.846
2025,11,Austrian Grand Prix,COL,Alpine,65.278
2025,11,Austrian Grand Prix,GAS,Alpine,64.846
2025,11,Austrian Grand Prix,HAD,Racing Bulls,65.063
2025,11,Austrian Grand Prix,HAM,Ferrari,64.582
2025,11,Austrian Grand Prix,HUL,Kick Sauber,65.606
2025,11,Austrian Grand Prix,LAW,Racing Bulls,64.926
2025,11,Austrian Grand Prix,LEC,Ferrari,64.492
2025,11,Austrian Grand Prix,NOR,McLaren,63.971
2025,11,Austrian Grand Prix,OCO,Haas F1 Team,65.364
2025,11,Austrian Grand Prix,PIA,McLaren,64.554
2025,11,Austrian Grand Prix,RUS,Mercedes,64.763
2025,11,Austrian Grand Prix,SAI,Williams,65.582
2025,11,Austrian Grand Prix,STR,Aston Martin,65.329
2025,11,Austrian Grand Prix,TSU,Red Bull Racing,65.369
2025,11,Austrian Grand Prix,VER,Red Bull Racing,64.836
2025,12,British Grand Prix,ALB,Williams,85.889
2025,12,British Grand Prix,ALO,Aston Martin,85.593
2025,12,British Grand Prix,ANT,Mercedes,85.374
2025,12,British Grand Prix,BEA,Haas F1 Team,85.471
2025,12,British Grand Prix,BOR,Kick Sauber,86.446
2025,12,British Grand Prix,COL,Alpine,87.06
2025,12,British Grand Prix,GAS,Alpine,85.711
2025,12,British Grand Prix,HAD,Racing Bulls,85.864
2025,12,British Grand Prix,HAM,Ferrari,85.084
2025,12,British Grand Prix,HUL,Kick Sauber,86.574
2025,12,British Grand Prix,LAW,Racing Bulls,86.44
2025,12,British Grand Prix,LEC,Ferrari,85.121
2025,12,British Grand Prix,NOR,McLaren,85.01
2025,12,British Grand Prix,OCO,Haas F1 Team,85.95
2025,12,British Grand Prix,PIA,McLaren,84.995
2025,12,British Grand Prix,RUS,Mercedes,85.029
2025,12,British Grand Prix,SAI,Williams,85.746
2025,12,British Grand Prix,STR,Aston Martin,86.504
2025,12,British Grand Prix,TSU,Red Bull Racing,85.826
2025,12,British Grand Prix,VER,Red Bull Racing,84.892
2025,13,Belgian Grand Prix,ALB,Williams,101.201
2025,13,Belgian Grand Prix,ALO,Aston Martin,102.385
2025,13,Belgian Grand Prix,ANT,Mercedes,102.139
2025,13,Belgian Grand Prix,BEA,Haas F1 Team,101.617
2025,13,Belgian Grand Prix,BOR,Kick Sauber,101.336
2025,13,Belgian Grand Prix,COL,Alpine,102.022
2025,13,Belgian Grand Prix,GAS,Alpine,101.633
2025,13,Belgian Grand Prix,HAD,Racing Bulls,101.281
2025,13,Belgian Grand Prix,HAM,Ferrari,101.664
2025,13,Belgian Grand Prix,HUL,Kick Sauber,101.707
2025,13,Belgian Grand Prix,LAW,Racing Bulls,101.297
2025,13,Belgian Grand Prix,LEC,Ferrari,100.9
2025,13,Belgian Grand Prix,NOR,McLaren,100.562
2025,13,Belgian Grand Prix,OCO,Haas F1 Team,101.525
2025,13,Belgian Grand Prix,PIA,McLaren,100.626
2025,13,Belgian Grand Prix,RUS,Mercedes,101.254
2025,13,Belgian Grand Prix,SAI,Williams,101.691
2025,13,Belgian Grand Prix,STR,Aston Martin,102.502
2025,13,Belgian Grand Prix,TSU,Red Bull Racing,101.245
2025,13,Belgian Grand Prix,VER,Red Bull Racing,100.903
2025,14,Hungarian Grand Prix,ALB,Williams,76.223
2025,14,Hungarian Grand Prix,ALO,Aston Martin,75.281
2025,14,Hungarian Grand Prix,ANT,Mercedes,75.693
2025,14,Hungarian Grand Prix,BEA,Haas F1 Team,75.694
2025,14,Hungarian Grand Prix,BOR,Kick Sauber,75.586
2025,14,Hungarian Grand Prix,COL,Alpine,75.875
2025,14,Hungarian Grand Prix,GAS,Alpine,75.966
2025,14,Hungarian Grand Prix,HAD,Racing Bulls,75.469
2025,14,Hungarian Grand Prix,HAM,Ferrari,75.702
2025,14,Hungarian Grand Prix,HUL,Kick Sauber,76.081
2025,14,Hungarian Grand Prix,LAW,Racing Bulls,75.63
2025,14,Hungarian Grand Prix,LEC,Ferrari,75.372
2025,14,Hungarian Grand Prix,NOR,McLaren,74.89
2025,14,Hungarian Grand Prix,OCO,Haas F1 Team,76.023
2025,14,Hungarian Grand Prix,PIA,McLaren,74.941
2025,14,Hungarian Grand Prix,RUS,Mercedes,75.201
2025,14,Hungarian Grand Prix,SAI,Williams,75.652
2025,14,Hungarian Grand Prix,STR,Aston Martin,75.129
2025,14,Hungarian Grand Prix,TSU,Red Bull Racing,75.899
2025,14,Hungarian Grand Prix,VER,Red Bull Racing,75.547
2025,15,Dutch Grand Prix,ALB,Williams,69.652
2025,15,Dutch Grand Prix,ALO,Aston Martin,69.366
2025,15,Dutch Grand Prix,ANT,Mercedes,69.493
2025,15,Dutch Grand Prix,BEA,Haas F1 Team,70.262
2025,15,Dutch Grand Prix,BOR,Kick Sauber,69.622
2025,15,Dutch Grand Prix,COL,Alpine,70.104
2025,15,Dutch Grand Prix,GAS,Alpine,69.637
2025,15,Dutch Grand Prix,HAD,Racing Bulls,69.208
2025,15,Dutch Grand Prix,HAM,Ferrari,69.261
2025,15,Dutch Grand Prix,HUL,Kick Sauber,70.195
2025,15,Dutch Grand Prix,LAW,Racing Bulls,69.383
2025,15,Dutch Grand Prix,LEC,Ferrari,69.304
2025,15,Dutch Grand Prix,NOR,McLaren,68.674
2025,15,Dutch Grand Prix,OCO,Haas F1 Team,70.197
2025,15,Dutch Grand Prix,PIA,McLaren,68.662
2025,15,Dutch Grand Prix,RUS,Mercedes,69.255
2025,15,Dutch Grand Prix,SAI,Williams,69.472
2025,15,Dutch Grand Prix,STR,Aston Martin,92.046
2025,15,Dutch Grand Prix,TSU,Red Bull Racing,69.622
2025,15,Dutch Grand Prix,VER,Red Bull Racing,68.925
2025,16,Italian Grand Prix,ALB,Williams,79.583
2025,16,Italian Grand Prix,ALO,Aston Martin,79.362
2025,16,Italian Grand Prix,ANT,Mercedes,79.2
2025,16,Italian Grand Prix,BEA,Haas F1 Team,79.446
2025,16,Italian Grand Prix,BOR,Kick Sauber,79.323
2025,16,Italian Grand Prix,COL,Alpine,79.992
2025,16,Italian Grand Prix,GAS,Alpine,80.103
2025,16,Italian Grand Prix,HAD,Racing Bulls,79.917
2025,16,Italian Grand Prix,HAM,Ferrari,79.124
2025,16,Italian Grand Prix,HUL,Kick Sauber,79.498
2025,16,Italian Grand Prix,LAW,Racing Bulls,80.279
2025,16,Italian Grand Prix,LEC,Ferrari,79.007
2025,16,Italian Grand Prix,NOR,McLaren,78.869
2025,16,Italian Grand Prix,OCO,Haas F1 Team,79.707
2025,16,Italian Grand Prix,PIA,McLaren,78.982
2025,16,Italian Grand Prix,RUS,Mercedes,79.157
2025,16,Italian Grand Prix,SAI,Williams,79.528
2025,16,Italian Grand Prix,STR,Aston Martin,79.948
2025,16,Italian Grand Prix,TSU,Red Bull Racing,79.433
2025,16,Italian Grand Prix,VER,Red Bull Racing,78.792
2025,17,Azerbaijan Grand Prix,ALB,Williams,103.778
2025,17,Azerbaijan Grand Prix,ALO,Aston Martin,101.857
2025,17,Azerbaijan Grand Prix,ANT,Mercedes,101.464
2025,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,102.666
2025,17,Azerbaijan Grand Prix,BOR,Kick Sauber,102.277
2025,17,Azerbaijan Grand Prix,COL,Alpine,102.779
2025,17,Azerbaijan Grand Prix,GAS,Alpine,103.139
2025,17,Azerbaijan Grand Prix,HAD,Racing Bulls,101.647
2025,17,Azerbaijan Grand Prix,HAM,Ferrari,101.821
2025,17,Azerbaijan Grand Prix,HUL,Kick Sauber,102.916
2025,17,Azerbaijan Grand Prix,LAW,Racing Bulls,101.537
2025,17,Azerbaijan Grand Prix,LEC,Ferrari,101.458
2025,17,Azerbaijan Grand Prix,NOR,McLaren,101.322
2025,17,Azerbaijan Grand Prix,OCO,Haas F1 Team,103.004
2025,17,Azerbaijan Grand Prix,PIA,McLaren,101.414
2025,17,Azerbaijan Grand Prix,RUS,Mercedes,101.455
2025,17,Azerbaijan Grand Prix,SAI,Williams,101.595
2025,17,Azerbaijan Grand Prix,STR,Aston Martin,102.101
2025,17,Azerbaijan Grand Prix,TSU,Red Bull Racing,101.788
2025,17,Azerbaijan Grand Prix,VER,Red Bull Racing,101.117
2025,18,Singapore Grand Prix,ALB,Williams,90.202
2025,18,Singapore Grand Prix,ALO,Aston Martin,89.955
2025,18,Singapore Grand Prix,ANT,Mercedes,89.537
2025,18,Singapore Grand Prix,BEA,Haas F1 Team,89.868
2025,18,Singapore Grand Prix,BOR,Kick Sauber,90.82
2025,18,Singapore Grand Prix,COL,Alpine,90.982
2025,18,Singapore Grand Prix,GAS,Alpine,91.261
2025,18,Singapore Grand Prix,HAD,Racing Bulls,89.846
2025,18,Singapore Grand Prix,HAM,Ferrari,89.688
2025,18,Singapore Grand Prix,HUL,Kick Sauber,90.141
2025,18,Singapore Grand Prix,LAW,Racing Bulls,90.32
2025,18,Singapore Grand Prix,LEC,Ferrari,89.784
2025,18,Singapore Grand Prix,NOR,McLaren,89.586
2025,18,Singapore Grand Prix,OCO,Haas F1 Team,90.989
2025,18,Singapore Grand Prix,PIA,McLaren,89.524
2025,18,Singapore Grand Prix,RUS,Mercedes,89.158
2025,18,Singapore Grand Prix,SAI,Williams,90.235
2025,18,Singapore Grand Prix,STR,Aston Martin,90.949
2025,18,Singapore Grand Prix,TSU,Red Bull Racing,90.353
2025,18,Singapore Grand Prix,VER,Red Bull Racing,89.34
2025,19,United States Grand Prix,ALB,Williams,93.67
2025,19,United States Grand Prix,ALO,Aston Martin,93.16
2025,19,United States Grand Prix,ANT,Mercedes,93.044
2025,19,United States Grand Prix,BEA,Haas F1 Team,93.139
2025,19,United States Grand Prix,BOR,Kick Sauber,94.125
2025,19,United States Grand Prix,COL,Alpine,94.039
2025,19,United States Grand Prix,GAS,Alpine,93.599
2025,19,United States Grand Prix,HAM,Ferrari,92.912
2025,19,United States Grand Prix,HUL,Kick Sauber,93.334
2025,19,United States Grand Prix,LAW,Racing Bulls,93.36
2025,19,United States Grand Prix,LEC,Ferrari,92.807
2025,19,United States Grand Prix,NOR,McLaren,92.801
2025,19,United States Grand Prix,OCO,Haas F1 Team,94.136
2025,19,United States Grand Prix,PIA,McLaren,93.084
2025,19,United States Grand Prix,RUS,Mercedes,92.826
2025,19,United States Grand Prix,SAI,Williams,93.124
2025,19,United States Grand Prix,STR,Aston Martin,93.878
2025,19,United States Grand Prix,TSU,Red Bull Racing,93.466
2025,19,United States Grand Prix,VER,Red Bull Racing,92.51
2025,20,Mexico City Grand Prix,ALB,Williams,77.49
2025,20,Mexico City Grand Prix,ALO,Aston Martin,77.103
2025,20,Mexico City Grand Prix,ANT,Mercedes,76.118
2025,20,Mexico City Grand Prix,BEA,Haas F1 Team,76.46
2025,20,Mexico City Grand Prix,BOR,Kick Sauber,77.412
2025,20,Mexico City Grand Prix,COL,Alpine,77.67
2025,20,Mexico City Grand Prix,GAS,Alpine,77.546
2025,20,Mexico City Grand Prix,HAD,Racing Bulls,76.252
2025,20,Mexico City Grand Prix,HAM,Ferrari,75.938
2025,20,Mexico City Grand Prix,HUL,Kick Sauber,77.016
2025,20,Mexico City Grand Prix,LAW,Racing Bulls,76.961
2025,20,Mexico City Grand Prix,LEC,Ferrari,75.848
2025,20,Mexico City Grand Prix,NOR,McLaren,75.586
2025,20,Mexico City Grand Prix,OCO,Haas F1 Team,76.837
2025,20,Mexico City Grand Prix,PIA,McLaren,76.174
2025,20,Mexico City Grand Prix,RUS,Mercedes,76.034
2025,20,Mexico City Grand Prix,SAI,Williams,76.172
2025,20,Mexico City Grand Prix,STR,Aston Martin,77.606
2025,20,Mexico City Grand Prix,TSU,Red Bull Racing,76.816
2025,20,Mexico City Grand Prix,VER,Red Bull Racing,76.07
2025,21,São Paulo Grand Prix,ALB,Williams,70.053
2025,21,São Paulo Grand Prix,ALO,Aston Martin,70.001
2025,21,São Paulo Grand Prix,ANT,Mercedes,69.685
2025,21,São Paulo Grand Prix,BEA,Haas F1 Team,69.755
2025,21,São Paulo Grand Prix,COL,Alpine,70.632
2025,21,São Paulo Grand Prix,GAS,Alpine,69.857
2025,21,São Paulo Grand Prix,HAD,Racing Bulls,69.931
2025,21,São Paulo Grand Prix,HAM,Ferrari,70.016
2025,21,São Paulo Grand Prix,HUL,Kick Sauber,69.985
2025,21,São Paulo Grand Prix,LAW,Racing Bulls,69.95
2025,21,São Paulo Grand Prix,LEC,Ferrari,69.801
2025,21,São Paulo Grand Prix,NOR,McLaren,69.511
2025,21,São Paulo Grand Prix,OCO,Haas F1 Team,70.438
2025,21,São Paulo Grand Prix,PIA,McLaren,69.835
2025,21,São Paulo Grand Prix,RUS,Mercedes,69.88
2025,21,São Paulo Grand Prix,SAI,Williams,70.184
2025,21,São Paulo Grand Prix,STR,Aston Martin,70.041
2025,21,São Paulo Grand Prix,TSU,Red Bull Racing,70.711
2025,21,São Paulo Grand Prix,VER,Red Bull Racing,70.403
2025,22,Las Vegas Grand Prix,ALB,Williams,116.22
2025,22,Las Vegas Grand Prix,ALO,Aston Martin,109.466
2025,22,Las Vegas Grand Prix,ANT,Mercedes,116.314
2025,22,Las Vegas Grand Prix,BEA,Haas F1 Team,113.094
2025,22,Las Vegas Grand Prix,BOR,Kick Sauber,116.674
2025,22,Las Vegas Grand Prix,COL,Alpine,113.683
2025,22,Las Vegas Grand Prix,GAS,Alpine,111.54
2025,22,Las Vegas Grand Prix,HAD,Racing Bulls,109.554
2025,22,Las Vegas Grand Prix,HAM,Ferrari,117.115
2025,22,Las Vegas Grand Prix,HUL,Kick Sauber,112.781
2025,22,Las Vegas Grand Prix,LAW,Racing Bulls,109.062
2025,22,Las Vegas Grand Prix,LEC,Ferrari,109.872
2025,22,Las Vegas Grand Prix,NOR,McLaren,107.934
2025,22,Las Vegas Grand Prix,OCO,Haas F1 Team,112.987
2025,22,Las Vegas Grand Prix,PIA,McLaren,108.961
2025,22,Las Vegas Grand Prix,RUS,Mercedes,108.803
2025,22,Las Vegas Grand Prix,SAI,Williams,108.296
2025,22,Las Vegas Grand Prix,STR,Aston Martin,112.85
2025,22,Las Vegas Grand Prix,TSU,Red Bull Racing,116.798
2025,22,Las Vegas Grand Prix,VER,Red Bull Racing,108.257
2025,23,Qatar Grand Prix,ALB,Williams,80.629
2025,23,Qatar Grand Prix,ALO,Aston Martin,80.219
2025,23,Qatar Grand Prix,ANT,Mercedes,79.846
2025,23,Qatar Grand Prix,BEA,Haas F1 Team,80.438
2025,23,Qatar Grand Prix,BOR,Kick Sauber,80.534
2025,23,Qatar Grand Prix,COL,Alpine,81.137
2025,23,Qatar Grand Prix,GAS,Alpine,80.324
2025,23,Qatar Grand Prix,HAD,Racing Bulls,80.114
2025,23,Qatar Grand Prix,HAM,Ferrari,80.907
2025,23,Qatar Grand Prix,HUL,Kick Sauber,80.353
2025,23,Qatar Grand Prix,LAW,Racing Bulls,80.433
2025,23,Qatar Grand Prix,LEC,Ferrari,80.343
2025,23,Qatar Grand Prix,NOR,McLaren,79.495
2025,23,Qatar Grand Prix,OCO,Haas F1 Team,80.864
